Affixed_Word,Root_Word,Affix_Category,Affix_Pattern,Meaning_EN
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
kelengaan,lenga,Confix,ke- -an,Synthetic meaning for lenga
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
kepayoan,payo,Confix,ke- -an,Synthetic meaning for payo
pesarekan,sarek,Confix,pe- -an,Synthetic meaning for sarek
pebentoan,bento,Confix,pe- -an,Synthetic meaning for bento
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
kengelean,ngele,Confix,ke- -an,Synthetic meaning for ngele
pebentoan,bento,Confix,pe- -an,Synthetic meaning for bento
kengelean,ngele,Confix,ke- -an,Synthetic meaning for ngele
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
kegurenan,guren,Confix,ke- -an,Synthetic meaning for guren
kegulaian,gulai,Confix,ke- -an,Synthetic meaning for gulai
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
kesarenan,saren,Confix,ke- -an,Synthetic meaning for saren
kepelakan,pelak,Confix,ke- -an,Synthetic meaning for pelak
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
pebinaran,binar,Confix,pe- -an,Synthetic meaning for binar
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
kesiratan,sirat,Confix,ke- -an,Synthetic meaning for sirat
pegulaian,gulai,Confix,pe- -an,Synthetic meaning for gulai
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
pesarenan,saren,Confix,pe- -an,Synthetic meaning for saren
pebentoan,bento,Confix,pe- -an,Synthetic meaning for bento
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
kepayoan,payo,Confix,ke- -an,Synthetic meaning for payo
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
kebulean,bule,Confix,ke- -an,Synthetic meaning for bule
pesemakan,semak,Confix,pe- -an,Synthetic meaning for semak
kesingean,singe,Confix,ke- -an,Synthetic meaning for singe
kesuluan,sulu,Confix,ke- -an,Synthetic meaning for sulu
kesuluan,sulu,Confix,ke- -an,Synthetic meaning for sulu
kekedahan,kedah,Confix,ke- -an,Synthetic meaning for kedah
keulowan,ulow,Confix,ke- -an,Synthetic meaning for ulow
kesemakan,semak,Confix,ke- -an,Synthetic meaning for semak
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
pemurean,mure,Confix,pe- -an,Synthetic meaning for mure
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
pesemakan,semak,Confix,pe- -an,Synthetic meaning for semak
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
kegulaian,gulai,Confix,ke- -an,Synthetic meaning for gulai
pelupakan,lupak,Confix,pe- -an,Synthetic meaning for lupak
kepayoan,payo,Confix,ke- -an,Synthetic meaning for payo
keulowan,ulow,Confix,ke- -an,Synthetic meaning for ulow
kebulenan,bulen,Confix,ke- -an,Synthetic meaning for bulen
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
pebulenan,bulen,Confix,pe- -an,Synthetic meaning for bulen
pelekakan,lekak,Confix,pe- -an,Synthetic meaning for lekak
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
pebulenan,bulen,Confix,pe- -an,Synthetic meaning for bulen
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
pesarekan,sarek,Confix,pe- -an,Synthetic meaning for sarek
petulanan,tulan,Confix,pe- -an,Synthetic meaning for tulan
pemurean,mure,Confix,pe- -an,Synthetic meaning for mure
kebulean,bule,Confix,ke- -an,Synthetic meaning for bule
pesemakan,semak,Confix,pe- -an,Synthetic meaning for semak
kesiratan,sirat,Confix,ke- -an,Synthetic meaning for sirat
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
pebentoan,bento,Confix,pe- -an,Synthetic meaning for bento
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
petabikan,tabik,Confix,pe- -an,Synthetic meaning for tabik
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
kemelakan,melak,Confix,ke- -an,Synthetic meaning for melak
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
petandoan,tando,Confix,pe- -an,Synthetic meaning for tando
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
pebulenan,bulen,Confix,pe- -an,Synthetic meaning for bulen
pelengaan,lenga,Confix,pe- -an,Synthetic meaning for lenga
kesuluan,sulu,Confix,ke- -an,Synthetic meaning for sulu
pecindean,cinde,Confix,pe- -an,Synthetic meaning for cinde
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
kepadean,pade,Confix,ke- -an,Synthetic meaning for pade
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
kesiratan,sirat,Confix,ke- -an,Synthetic meaning for sirat
pegulaian,gulai,Confix,pe- -an,Synthetic meaning for gulai
pegurenan,guren,Confix,pe- -an,Synthetic meaning for guren
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
kerawaan,rawa,Confix,ke- -an,Synthetic meaning for rawa
pegulaian,gulai,Confix,pe- -an,Synthetic meaning for gulai
pepayoan,payo,Confix,pe- -an,Synthetic meaning for payo
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
kelekakan,lekak,Confix,ke- -an,Synthetic meaning for lekak
ketilakan,tilak,Confix,ke- -an,Synthetic meaning for tilak
pelekakan,lekak,Confix,pe- -an,Synthetic meaning for lekak
pelekakan,lekak,Confix,pe- -an,Synthetic meaning for lekak
petabikan,tabik,Confix,pe- -an,Synthetic meaning for tabik
kegurenan,guren,Confix,ke- -an,Synthetic meaning for guren
kegeniaan,genia,Confix,ke- -an,Synthetic meaning for genia
kelengaan,lenga,Confix,ke- -an,Synthetic meaning for lenga
kebentoan,bento,Confix,ke- -an,Synthetic meaning for bento
pegelenan,gelen,Confix,pe- -an,Synthetic meaning for gelen
pedikean,dike,Confix,pe- -an,Synthetic meaning for dike
kekapean,kape,Confix,ke- -an,Synthetic meaning for kape
kepadean,pade,Confix,ke- -an,Synthetic meaning for pade
pemelakan,melak,Confix,pe- -an,Synthetic meaning for melak
pemakanan,makan,Confix,pe- -an,Synthetic meaning for makan
kerenahan,renah,Confix,ke- -an,Synthetic meaning for renah
kemelakan,melak,Confix,ke- -an,Synthetic meaning for melak
kekedahan,kedah,Confix,ke- -an,Synthetic meaning for kedah
kelekakan,lekak,Confix,ke- -an,Synthetic meaning for lekak
ketenyangan,tenyang,Confix,ke- -an,Synthetic meaning for tenyang
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
ketulanan,tulan,Confix,ke- -an,Synthetic meaning for tulan
pesurenan,suren,Confix,pe- -an,Synthetic meaning for suren
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
pedulenan,dulen,Confix,pe- -an,Synthetic meaning for dulen
kesaboan,sabo,Confix,ke- -an,Synthetic meaning for sabo
pegulaian,gulai,Confix,pe- -an,Synthetic meaning for gulai
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
kegawaian,gawai,Confix,ke- -an,Synthetic meaning for gawai
kecindean,cinde,Confix,ke- -an,Synthetic meaning for cinde
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
perendoan,rendo,Confix,pe- -an,Synthetic meaning for rendo
pepelakan,pelak,Confix,pe- -an,Synthetic meaning for pelak
pegurenan,guren,Confix,pe- -an,Synthetic meaning for guren
petandoan,tando,Confix,pe- -an,Synthetic meaning for tando
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
ketandoan,tando,Confix,ke- -an,Synthetic meaning for tando
pesurenan,suren,Confix,pe- -an,Synthetic meaning for suren
kelekakan,lekak,Confix,ke- -an,Synthetic meaning for lekak
pecindean,cinde,Confix,pe- -an,Synthetic meaning for cinde
pepayoan,payo,Confix,pe- -an,Synthetic meaning for payo
kesingean,singe,Confix,ke- -an,Synthetic meaning for singe
pebengoan,bengo,Confix,pe- -an,Synthetic meaning for bengo
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
pelengaan,lenga,Confix,pe- -an,Synthetic meaning for lenga
kegurenan,guren,Confix,ke- -an,Synthetic meaning for guren
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
kekapean,kape,Confix,ke- -an,Synthetic meaning for kape
pebulenan,bulen,Confix,pe- -an,Synthetic meaning for bulen
pelengaan,lenga,Confix,pe- -an,Synthetic meaning for lenga
pebinaran,binar,Confix,pe- -an,Synthetic meaning for binar
pemakanan,makan,Confix,pe- -an,Synthetic meaning for makan
pebajikan,bajik,Confix,pe- -an,Synthetic meaning for bajik
pelengaan,lenga,Confix,pe- -an,Synthetic meaning for lenga
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
pelumangan,lumang,Confix,pe- -an,Synthetic meaning for lumang
pebinaran,binar,Confix,pe- -an,Synthetic meaning for binar
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
perawaan,rawa,Confix,pe- -an,Synthetic meaning for rawa
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
kecindean,cinde,Confix,ke- -an,Synthetic meaning for cinde
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
kemelakan,melak,Confix,ke- -an,Synthetic meaning for melak
kesarenan,saren,Confix,ke- -an,Synthetic meaning for saren
kecindean,cinde,Confix,ke- -an,Synthetic meaning for cinde
keserekan,serek,Confix,ke- -an,Synthetic meaning for serek
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
pebajikan,bajik,Confix,pe- -an,Synthetic meaning for bajik
kegulaian,gulai,Confix,ke- -an,Synthetic meaning for gulai
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
pepayoan,payo,Confix,pe- -an,Synthetic meaning for payo
pesarenan,saren,Confix,pe- -an,Synthetic meaning for saren
pesingean,singe,Confix,pe- -an,Synthetic meaning for singe
pelenjoan,lenjo,Confix,pe- -an,Synthetic meaning for lenjo
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
pesingean,singe,Confix,pe- -an,Synthetic meaning for singe
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
kepelakan,pelak,Confix,ke- -an,Synthetic meaning for pelak
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
kegulaian,gulai,Confix,ke- -an,Synthetic meaning for gulai
pedikean,dike,Confix,pe- -an,Synthetic meaning for dike
pebelaian,belai,Confix,pe- -an,Synthetic meaning for belai
kepadean,pade,Confix,ke- -an,Synthetic meaning for pade
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
ketandoan,tando,Confix,ke- -an,Synthetic meaning for tando
kesaboan,sabo,Confix,ke- -an,Synthetic meaning for sabo
kebengoan,bengo,Confix,ke- -an,Synthetic meaning for bengo
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
kerendoan,rendo,Confix,ke- -an,Synthetic meaning for rendo
pedikean,dike,Confix,pe- -an,Synthetic meaning for dike
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
pegelenan,gelen,Confix,pe- -an,Synthetic meaning for gelen
pelupakan,lupak,Confix,pe- -an,Synthetic meaning for lupak
pelekakan,lekak,Confix,pe- -an,Synthetic meaning for lekak
pesiratan,sirat,Confix,pe- -an,Synthetic meaning for sirat
kelengaan,lenga,Confix,ke- -an,Synthetic meaning for lenga
pepadean,pade,Confix,pe- -an,Synthetic meaning for pade
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
kesarekan,sarek,Confix,ke- -an,Synthetic meaning for sarek
pebajikan,bajik,Confix,pe- -an,Synthetic meaning for bajik
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
pesurenan,suren,Confix,pe- -an,Synthetic meaning for suren
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
pegelenan,gelen,Confix,pe- -an,Synthetic meaning for gelen
pebajikan,bajik,Confix,pe- -an,Synthetic meaning for bajik
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
kesemakan,semak,Confix,ke- -an,Synthetic meaning for semak
pekedahan,kedah,Confix,pe- -an,Synthetic meaning for kedah
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
ketenyangan,tenyang,Confix,ke- -an,Synthetic meaning for tenyang
kegurenan,guren,Confix,ke- -an,Synthetic meaning for guren
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
pelenjoan,lenjo,Confix,pe- -an,Synthetic meaning for lenjo
pebelaian,belai,Confix,pe- -an,Synthetic meaning for belai
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
pepadean,pade,Confix,pe- -an,Synthetic meaning for pade
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
kegeniaan,genia,Confix,ke- -an,Synthetic meaning for genia
kebajikan,bajik,Confix,ke- -an,Synthetic meaning for bajik
kebulenan,bulen,Confix,ke- -an,Synthetic meaning for bulen
pemurean,mure,Confix,pe- -an,Synthetic meaning for mure
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
pesurenan,suren,Confix,pe- -an,Synthetic meaning for suren
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
keserekan,serek,Confix,ke- -an,Synthetic meaning for serek
pesurenan,suren,Confix,pe- -an,Synthetic meaning for suren
pegawaian,gawai,Confix,pe- -an,Synthetic meaning for gawai
kebengoan,bengo,Confix,ke- -an,Synthetic meaning for bengo
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
perawaan,rawa,Confix,pe- -an,Synthetic meaning for rawa
kegelenan,gelen,Confix,ke- -an,Synthetic meaning for gelen
kebajikan,bajik,Confix,ke- -an,Synthetic meaning for bajik
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
pekedahan,kedah,Confix,pe- -an,Synthetic meaning for kedah
kebelaian,belai,Confix,ke- -an,Synthetic meaning for belai
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
perendoan,rendo,Confix,pe- -an,Synthetic meaning for rendo
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
kegawaian,gawai,Confix,ke- -an,Synthetic meaning for gawai
pesiratan,sirat,Confix,pe- -an,Synthetic meaning for sirat
pesingean,singe,Confix,pe- -an,Synthetic meaning for singe
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
kegeniaan,genia,Confix,ke- -an,Synthetic meaning for genia
kelumangan,lumang,Confix,ke- -an,Synthetic meaning for lumang
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
petabikan,tabik,Confix,pe- -an,Synthetic meaning for tabik
pelengaan,lenga,Confix,pe- -an,Synthetic meaning for lenga
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
kesarekan,sarek,Confix,ke- -an,Synthetic meaning for sarek
pekapean,kape,Confix,pe- -an,Synthetic meaning for kape
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
pegelenan,gelen,Confix,pe- -an,Synthetic meaning for gelen
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
pelupakan,lupak,Confix,pe- -an,Synthetic meaning for lupak
pekedahan,kedah,Confix,pe- -an,Synthetic meaning for kedah
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
kelumangan,lumang,Confix,ke- -an,Synthetic meaning for lumang
kesaboan,sabo,Confix,ke- -an,Synthetic meaning for sabo
ketenyangan,tenyang,Confix,ke- -an,Synthetic meaning for tenyang
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
petabikan,tabik,Confix,pe- -an,Synthetic meaning for tabik
pepayoan,payo,Confix,pe- -an,Synthetic meaning for payo
kekedahan,kedah,Confix,ke- -an,Synthetic meaning for kedah
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
pebulenan,bulen,Confix,pe- -an,Synthetic meaning for bulen
kemelakan,melak,Confix,ke- -an,Synthetic meaning for melak
kesingean,singe,Confix,ke- -an,Synthetic meaning for singe
pemakanan,makan,Confix,pe- -an,Synthetic meaning for makan
pelumangan,lumang,Confix,pe- -an,Synthetic meaning for lumang
pelekakan,lekak,Confix,pe- -an,Synthetic meaning for lekak
kesuluan,sulu,Confix,ke- -an,Synthetic meaning for sulu
pemelakan,melak,Confix,pe- -an,Synthetic meaning for melak
kebulenan,bulen,Confix,ke- -an,Synthetic meaning for bulen
kepadean,pade,Confix,ke- -an,Synthetic meaning for pade
kengelean,ngele,Confix,ke- -an,Synthetic meaning for ngele
kekedahan,kedah,Confix,ke- -an,Synthetic meaning for kedah
petandoan,tando,Confix,pe- -an,Synthetic meaning for tando
pekedahan,kedah,Confix,pe- -an,Synthetic meaning for kedah
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
pegawaian,gawai,Confix,pe- -an,Synthetic meaning for gawai
kepayoan,payo,Confix,ke- -an,Synthetic meaning for payo
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
kesemakan,semak,Confix,ke- -an,Synthetic meaning for semak
kekedahan,kedah,Confix,ke- -an,Synthetic meaning for kedah
kecindean,cinde,Confix,ke- -an,Synthetic meaning for cinde
pebelaian,belai,Confix,pe- -an,Synthetic meaning for belai
pesarekan,sarek,Confix,pe- -an,Synthetic meaning for sarek
pesingean,singe,Confix,pe- -an,Synthetic meaning for singe
kekapean,kape,Confix,ke- -an,Synthetic meaning for kape
pesemakan,semak,Confix,pe- -an,Synthetic meaning for semak
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
perendoan,rendo,Confix,pe- -an,Synthetic meaning for rendo
kesaboan,sabo,Confix,ke- -an,Synthetic meaning for sabo
pelupakan,lupak,Confix,pe- -an,Synthetic meaning for lupak
pedulenan,dulen,Confix,pe- -an,Synthetic meaning for dulen
kerawaan,rawa,Confix,ke- -an,Synthetic meaning for rawa
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
pekedahan,kedah,Confix,pe- -an,Synthetic meaning for kedah
kebentoan,bento,Confix,ke- -an,Synthetic meaning for bento
pebelaian,belai,Confix,pe- -an,Synthetic meaning for belai
kegulaian,gulai,Confix,ke- -an,Synthetic meaning for gulai
kegelenan,gelen,Confix,ke- -an,Synthetic meaning for gelen
kekapean,kape,Confix,ke- -an,Synthetic meaning for kape
kepayoan,payo,Confix,ke- -an,Synthetic meaning for payo
kepelakan,pelak,Confix,ke- -an,Synthetic meaning for pelak
kerendoan,rendo,Confix,ke- -an,Synthetic meaning for rendo
pelengaan,lenga,Confix,pe- -an,Synthetic meaning for lenga
pedulenan,dulen,Confix,pe- -an,Synthetic meaning for dulen
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
pepadean,pade,Confix,pe- -an,Synthetic meaning for pade
pepadean,pade,Confix,pe- -an,Synthetic meaning for pade
pemurean,mure,Confix,pe- -an,Synthetic meaning for mure
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
pekedahan,kedah,Confix,pe- -an,Synthetic meaning for kedah
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
kesiratan,sirat,Confix,ke- -an,Synthetic meaning for sirat
peserekan,serek,Confix,pe- -an,Synthetic meaning for serek
petulanan,tulan,Confix,pe- -an,Synthetic meaning for tulan
kerawaan,rawa,Confix,ke- -an,Synthetic meaning for rawa
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
kebelaian,belai,Confix,ke- -an,Synthetic meaning for belai
pebinaran,binar,Confix,pe- -an,Synthetic meaning for binar
